id_cliente,nome,email,telefone,renda_mensal,score_credito,historico_inadimplente,localidade_interesse,tipo_imovel_interesse,data_cadastro
CLI-50205,,carolinacassiano@example.net,82 3679-5011,13282.0,916.0,0.0,Águas Claras,Casa,2026-07-11
CLI-50206,Nina da Conceição,cavalcantiaurora@example.org,+55 69 9139-8566,8236.0,602.0,0.0,Águas Claras,Casa,2026-01-17
CLI-50207,Nathan Caldeira,pedro-lucas89@example.net,+55 38 4354-2051,3356.0,574.0,0.0,Samambaia,Casa,2025-11-06
CLI-50208,Gabriela Novais,mendesisabel@example.org,+55 92 3131-3451,11885.0,866.0,0.0,Jardim Botânico,Casa,2025-10-25
CLI-50209,Bento Ribeiro,xaraujo@example.org,+55 87 5019-5032,5141.0,787.0,0.0,Samambaia,Casa,2026-05-23
CLI-50210,Levi Casa Grande,lucas-gabrielcunha@example.org,49 9483-2782,3730.0,336.0,1.0,,Apartamento,2025-10-13
CLI-50211,Catarina Peixoto,jose-pedrosiqueira@example.com,83 5124-2170,3823.0,549.0,0.0,,,2026-02-23
CLI-50212,Luiz Otávio Mendonça,,47 5087-5235,6597.0,974.0,0.0,Valparaíso de Goiás,Casa,2026-01-21
CLI-50213,Benjamim Pereira,pmoreira@example.org,92 8549-3245,13887.0,509.0,0.0,Águas Claras,Apartamento,2026-03-28
CLI-50214,Maria Isis Cirino,fabreu@example.org,+55 68 2607-2981,24021.0,708.0,0.0,Asa Norte,Casa,2026-01-28
CLI-50215,Enzo Costela,emoraes@example.net,12 7159-0260,4171.0,414.0,1.0,Águas Lindas de Goiás,Apartamento,2025-12-08
CLI-50216,Breno Fernandes,joaquimda-mata@example.com,+55 82 4431-4368,6319.0,771.0,0.0,Samambaia,Casa,2026-02-18
CLI-50217,Laís Araújo,carolinasantos@example.com,,10858.0,834.0,0.0,,Casa,2025-09-25
CLI-50218,Srta. Eloá Aparecida,da-cruzalicia@example.com,+55 15 2143-6906,28851.0,824.0,,Asa Sul,Casa,2026-06-04
CLI-50219,Erick Mendonça,eduardo28@example.com,46 3938-7661,3592.0,399.0,1.0,Águas Lindas de Goiás,Casa,
CLI-50220,Luiz Miguel Sales,ycavalcante@example.org,82 6168-0277,8244.0,977.0,0.0,Águas Claras,Casa,2026-08-03
CLI-50221,Sr. Antônio Machado,davi-miguel10@example.net,42 2184-2513,8510.0,454.0,0.0,Guará,Casa,2025-11-13
CLI-50222,Ana Beatriz Caldeira,,,33455.0,347.0,1.0,Noroeste,,2026-01-25
CLI-50223,José Pedro Freitas,maria-flormachado@example.net,41 1306-3639,5257.0,503.0,0.0,Valparaíso de Goiás,,2026-06-23
CLI-50224,Cauã Sales,eloah18@example.org,+55 31 0610-4958,3399.0,791.0,,Samambaia,Apartamento,2025-11-19
CLI-50225,Emilly da Conceição,ravy19@example.org,67 8601-5556,8123.0,618.0,0.0,Jardim Botânico,Casa,2026-08-02
CLI-50226,Vitor da Paz,hcamara@example.com,+55 18 2364-1054,11629.0,706.0,0.0,Guará,Casa,2026-01-06
CLI-50227,Sofia Martins,albuquerqueisis@example.com,+55 69 9278-6937,5114.0,878.0,0.0,Valparaíso de Goiás,Casa,2026-07-11
CLI-50228,Srta. Nicole Peixoto,leandroda-rosa@example.org,+55 93 0961-5844,5377.0,645.0,0.0,Taguatinga,Apartamento,2026-05-05
CLI-50229,Pedro Miguel Novaes,maria-sophia49@example.com,71 1212-7973,16990.0,435.0,1.0,Noroeste,Casa,
CLI-50230,Rael Brito,aandrade@example.net,+55 68 2091-7512,12761.0,551.0,,Águas Claras,Casa,2026-03-27
CLI-50231,Gabriela Viana,lmendonca@example.net,21 6357-3865,6001.0,449.0,1.0,Samambaia,Casa,2025-11-20
CLI-50232,Davi Lucca Pires,bryangarcia@example.com,51 2015-5013,4703.0,410.0,1.0,Valparaíso de Goiás,Casa,2025-11-23
CLI-50233,Josué Porto,sousaeduardo@example.org,+55 67 4475-2844,14379.0,811.0,0.0,Jardim Botânico,Apartamento,2025-11-14
CLI-50234,Leandro Pereira,maria-cecilia20@example.net,34 1273-6710,8134.0,742.0,0.0,Jardim Botânico,Apartamento,2025-10-02
CLI-50235,Mariah Ramos,brayancostela@example.com,34 6572-5438,5816.0,,0.0,Ceilândia,Apartamento,2026-07-25
CLI-50236,Ravi Lucca da Cunha,aribeiro@example.org,+55 53 0128-7510,5990.0,348.0,1.0,Águas Lindas de Goiás,Apartamento,2026-08-07
CLI-50237,Kevin Lima,jsouza@example.org,19 9274-1533,7916.0,849.0,0.0,Jardim Botânico,Casa,2026-05-20
CLI-50238,Gabriela Costela,gabrielvieira@example.org,+55 97 4883-8582,6718.0,407.0,1.0,Samambaia,Casa,2025-10-04
CLI-50239,Rebeca Mendonça,dda-cunha@example.net,,6818.0,628.0,0.0,Taguatinga,,2026-05-11
CLI-50240,Sr. Josué Rezende,bfernandes@example.org,+55 74 9792-4399,6047.0,555.0,0.0,Águas Lindas de Goiás,Casa,2025-10-16
CLI-50241,Dra. Kamilly Pimenta,danilo12@example.org,+55 16 8815-1079,13044.0,643.0,0.0,Águas Claras,Casa,2026-05-29
CLI-50242,Hadassa Peixoto,bernardocampos@example.com,68 3917-1085,33163.0,724.0,0.0,Asa Norte,Apartamento,2026-08-10
CLI-50243,Isabelly Leão,wbarbosa@example.com,0800 391 8925,3881.0,511.0,0.0,Valparaíso de Goiás,Casa,2026-07-30
CLI-50244,Sra. Ana Julia da Cruz,da-cruzrenan@example.net,+55 95 7347-4539,9340.0,806.0,1.0,Guará,Casa,2025-12-25
CLI-50245,Heloísa Barros,ealmeida@example.org,38 4853-6282,44591.0,720.0,0.0,Lago Sul,Casa,2026-07-18
CLI-50246,Rhavi Gonçalves,britomilena@example.org,+55 19 8105-0297,4255.0,675.0,0.0,Samambaia,Apartamento,2026-06-28
CLI-50247,Luiz Miguel Mendonça,zcostela@example.org,83 3418-8471,5362.0,691.0,0.0,Ceilândia,Apartamento,2026-03-17
CLI-50248,Sr. João Miguel Leão,peixotoagatha@example.net,65 9378-1585,4453.0,785.0,0.0,Águas Lindas de Goiás,Casa,2025-12-02
CLI-50249,Diego Caldeira,souzalucas-gabriel@example.org,+55 41 0612-2031,14698.0,541.0,0.0,Jardim Botânico,Apartamento,2025-12-24
CLI-50250,Liz Cardoso,pimentaasafe@example.net,+55 85 6914-0714,11334.0,779.0,0.0,Jardim Botânico,Casa,2026-08-04
CLI-50251,Amanda Pastor,beatrizcassiano@example.org,+55 98 7824-0562,12196.0,775.0,0.0,Guará,Casa,2026-04-08
CLI-50252,Luna Albuquerque,albuquerquesofia@example.net,64 5670-8879,3331.0,953.0,0.0,Valparaíso de Goiás,Apartamento,2026-03-06
CLI-50253,Giovanna Araújo,da-rosacalebe@example.net,38 9121-2813,5569.0,825.0,0.0,Taguatinga,Casa,2026-08-02
CLI-50254,Bruna Rocha,monteiroana-clara@example.com,+55 88 5502-8374,14944.0,,0.0,Águas Claras,Apartamento,2025-11-17
CLI-50255,Sr. Enzo da Luz,daniela30@example.net,98 1576-4448,5787.0,393.0,1.0,Valparaíso de Goiás,Apartamento,2026-04-30
CLI-50256,Heitor Cardoso,caioazevedo@example.net,13 2912-7620,38595.0,869.0,0.0,Lago Norte,,2025-10-13
CLI-50257,Camila da Cunha,thiago38@example.com,44 0935-1328,41171.0,565.0,0.0,Lago Norte,Apartamento,2025-10-25
CLI-50258,Matteo Moura,marcelosousa@example.com,+55 91 3635-1155,31358.0,719.0,0.0,,Apartamento,2026-01-28
CLI-50259,Sabrina da Cruz,fviana@example.org,,16752.0,459.0,1.0,Asa Norte,Casa,2026-06-17
CLI-50260,Davi Lucca Cavalcante,das-nevesarthur@example.com,66 6833-6835,3406.0,398.0,1.0,Águas Lindas de Goiás,Apartamento,2026-06-09
CLI-50261,Dra. Kamilly Almeida,teixeirajoao-gabriel@example.net,+55 89 9345-4156,11768.0,508.0,0.0,Jardim Botânico,Casa,2025-11-11
CLI-50262,Sr. Samuel Jesus,fsilveira@example.net,+55 99 8930-2807,11061.0,982.0,0.0,Águas Claras,Casa,2025-11-09
CLI-50263,Dr. Igor Viana,afogaca@example.net,75 5674-5474,12801.0,,1.0,Águas Claras,Apartamento,2026-07-13
CLI-50264,Cauê Alves,cirinoanthony@example.com,+55 84 6305-3869,5625.0,594.0,0.0,Ceilândia,Casa,2026-05-07
CLI-50265,Marcela Viana,acavalcante@example.com,+55 79 0148-4616,10822.0,877.0,0.0,Guará,Apartamento,2026-04-29
CLI-50266,Ana Vitória Nunes,levi52@example.net,28 4697-2226,9973.0,452.0,0.0,Águas Claras,Apartamento,2025-11-24
CLI-50267,Enrico Casa Grande,qribeiro@example.net,+55 14 4964-8116,6610.0,474.0,0.0,Águas Lindas de Goiás,Casa,2026-01-08
CLI-50268,Dr. Luiz Felipe Correia,marinajesus@example.com,+55 73 7739-1651,6396.0,309.0,1.0,Valparaíso de Goiás,Apartamento,2026-07-23
CLI-50269,Thiago Lopes,pferreira@example.com,,8251.0,594.0,1.0,Guará,Apartamento,2026-05-14
CLI-50270,Sr. Yago Novaes,melina29@example.org,+55 84 8341-4039,10339.0,399.0,0.0,Jardim Botânico,Casa,2026-09-21
CLI-50271,Sophie Pacheco,britozoe@example.net,22 5217-6965,5847.0,367.0,1.0,Águas Lindas de Goiás,Apartamento,2026-01-10
CLI-50272,Laura Nogueira,pastorbrenda@example.org,+55 11 2303-7818,4226.0,927.0,0.0,Taguatinga,Apartamento,2026-02-09
CLI-50273,Davi Cirino,tvieira@example.net,+55 71 4307-9358,4588.0,,0.0,Valparaíso de Goiás,Apartamento,2025-10-21
CLI-50274,Vitor Gabriel Freitas,kamillyda-mata@example.org,+55 53 1911-9488,5089.0,602.0,0.0,Samambaia,Apartamento,2026-06-09
CLI-50275,Asafe da Paz,vcavalcanti@example.org,+55 12 1550-5661,4077.0,519.0,0.0,,Casa,
CLI-50276,Alexandre Macedo,ana-liviamonteiro@example.org,+55 84 0793-2975,15423.0,366.0,1.0,Noroeste,Casa,2026-04-26
CLI-50277,Isabelly Cavalcante,luara37@example.com,33 3404-3805,8478.0,636.0,0.0,Águas Claras,Casa,2026-03-14
CLI-50278,Cauã da Rocha,uabreu@example.com,+55 75 7829-5891,14391.0,,0.0,Jardim Botânico,Apartamento,2025-10-04
CLI-50279,Ana Liz Rios,jesusmaite@example.com,0900 738 2474,3564.0,761.0,0.0,Valparaíso de Goiás,Casa,2026-06-22
CLI-50280,Lunna da Luz,costeladavi-luiz@example.com,84 1963-4329,5953.0,466.0,1.0,Ceilândia,Casa,2026-09-14
CLI-50281,Bryan Sampaio,fpires@example.net,+55 27 8158-6714,5494.0,399.0,0.0,Taguatinga,Apartamento,2026-02-11
CLI-50282,Sr. João Guilherme Monteiro,,0300 133 7477,26149.0,520.0,0.0,Lago Sul,Apartamento,2026-08-03
CLI-50283,Dr. Pedro Lucas Araújo,novaesthales@example.net,+55 86 7485-0110,4511.0,927.0,0.0,Taguatinga,Apartamento,2026-05-06
CLI-50284,Dra. Maria Alice da Cruz,gcavalcanti@example.com,93 6518-7148,3268.0,637.0,0.0,Ceilândia,Casa,2026-02-06
CLI-50285,Arthur Gabriel Teixeira,fernando00@example.org,55 1161-7919,3442.0,,0.0,Águas Lindas de Goiás,Apartamento,2026-06-30
CLI-50286,Mirella da Luz,nascimentoanthony@example.net,+55 32 2730-1328,5743.0,330.0,1.0,Taguatinga,Casa,
CLI-50287,Arthur Gabriel Dias,gomesisis@example.net,19 3393-9586,14554.0,900.0,0.0,Guará,Apartamento,2025-10-30
CLI-50288,Antônio Brito,ipires@example.org,+55 16 9432-7255,28267.0,703.0,0.0,Asa Sul,Casa,2026-04-01
CLI-50289,Josué Duarte,emanuelly53@example.net,79 5616-9534,6429.0,,0.0,Ceilândia,Apartamento,2026-05-28
CLI-50290,Sr. João Pedro Araújo,maria-juliamelo@example.org,14 1704-2351,5894.0,,0.0,Valparaíso de Goiás,Casa,2026-06-20
CLI-50291,Eduardo Vargas,ocampos@example.com,42 1330-4422,9016.0,651.0,0.0,Águas Claras,Apartamento,2026-06-11
CLI-50292,Aylla Macedo,aragaoanthony@example.com,+55 11 2988-1340,38215.0,644.0,0.0,Sudoeste / Octogonal,Apartamento,2026-04-05
CLI-50293,Sra. Antonella Caldeira,hvasconcelos@example.org,47 0006-2847,,667.0,0.0,Guará,Casa,2026-06-21
CLI-50294,Nina Rodrigues,hadassa55@example.org,,8433.0,577.0,0.0,Jardim Botânico,Casa,2025-09-29
CLI-50295,Isaac Fernandes,enzocavalcante@example.com,+55 33 4898-5564,17999.0,379.0,1.0,Sudoeste / Octogonal,Apartamento,2026-01-18
CLI-50296,Léo Silva,montenegrocalebe@example.org,99 9794-6981,7720.0,818.0,0.0,,Casa,2026-07-30
CLI-50297,Benjamim Pinto,ssa@example.com,48 2021-8859,13478.0,800.0,0.0,Jardim Botânico,Casa,2025-12-23
CLI-50298,,pietra25@example.org,+55 44 1113-5911,10108.0,497.0,0.0,Jardim Botânico,Apartamento,2025-12-28
CLI-50299,Gael Henrique Pereira,tfreitas@example.net,38 4934-8118,5015.0,429.0,1.0,Valparaíso de Goiás,Apartamento,2026-02-24
CLI-50300,Bento Machado,lunada-mota@example.net,,25118.0,548.0,1.0,Asa Norte,Apartamento,2025-12-02
CLI-50301,Luiz Otávio das Neves,casa-grandejoao-gabriel@example.org,47 1682-3711,7497.0,,0.0,Guará,Casa,2026-09-10
CLI-50302,Maria Vitória Vieira,marinaviana@example.com,71 3250-9720,7410.0,965.0,0.0,Guará,Apartamento,2025-12-06
CLI-50303,Thiago Sales,pimentaluna@example.com,+55 79 2082-8999,4893.0,574.0,0.0,Águas Lindas de Goiás,,2026-07-29
CLI-50304,Kamilly Albuquerque,vinicius38@example.org,+55 19 0745-9849,39448.0,357.0,1.0,Sudoeste / Octogonal,Apartamento,2026-03-11
CLI-50305,Maria Sophia Vasconcelos,pcavalcanti@example.org,,3449.0,430.0,1.0,Valparaíso de Goiás,Casa,2026-05-01
CLI-50306,Pedro Lucas Silva,larissa38@example.net,+55 93 5110-2765,6466.0,609.0,0.0,Ceilândia,Casa,2026-05-20
CLI-50307,Jade Moraes,fernandamendes@example.net,43 2796-3853,14520.0,981.0,0.0,Águas Claras,Casa,2026-02-11
CLI-50308,Diogo Moreira,nsampaio@example.com,46 6810-5305,5086.0,659.0,0.0,,Apartamento,2026-02-17
CLI-50309,Maya da Luz,maria-ceciliafarias@example.net,65 1081-7968,4900.0,903.0,,Taguatinga,Casa,2026-08-31
CLI-50310,Bianca Vieira,marquesana-liz@example.org,,8155.0,942.0,0.0,,Apartamento,2026-06-09
CLI-50311,Sr. Luiz Felipe Guerra,gabrieldias@example.net,+55 82 9671-4998,,678.0,0.0,Valparaíso de Goiás,,2025-09-24
CLI-50312,Juliana Sales,da-mataantony@example.com,22 6058-8374,6663.0,339.0,,Ceilândia,Apartamento,2026-01-19
CLI-50313,Heloísa Monteiro,diogo20@example.org,83 5346-9227,9188.0,687.0,0.0,Jardim Botânico,Casa,2026-01-24
CLI-50314,Diogo Cavalcante,oazevedo@example.com,+55 68 0673-4899,4302.0,313.0,1.0,Taguatinga,Apartamento,2026-03-12
CLI-50315,Carolina Costa,vfernandes@example.org,+55 13 3773-7894,8683.0,716.0,0.0,Jardim Botânico,Apartamento,
CLI-50316,Zoe Casa Grande,eloahnunes@example.com,+55 71 7023-6300,8080.0,525.0,0.0,Guará,,2025-12-30
CLI-50317,Gustavo Henrique Macedo,ycunha@example.org,+55 44 1401-4608,6037.0,731.0,0.0,Ceilândia,Casa,2026-03-11
CLI-50318,Vitória Brito,siqueiramaria-helena@example.com,14 4706-7717,5079.0,772.0,0.0,,Casa,2026-07-12
CLI-50319,Dante Teixeira,qviana@example.net,+55 77 3595-3095,10923.0,608.0,0.0,Jardim Botânico,Casa,2025-12-17
CLI-50320,Maitê Macedo,nunesisabela@example.org,+55 63 4998-5392,5108.0,351.0,0.0,Valparaíso de Goiás,Apartamento,2026-09-10
CLI-50321,Antony Moura,kbrito@example.net,+55 13 0742-4139,,903.0,0.0,Taguatinga,Casa,2025-10-08
CLI-50322,Davi Lucas Barbosa,luiz-gustavoleao@example.org,+55 85 7231-5477,22924.0,531.0,0.0,Sudoeste / Octogonal,Casa,2026-03-18
CLI-50323,Sr. Luiz Gustavo Siqueira,,48 3420-1682,11153.0,415.0,1.0,Guará,Apartamento,2026-08-16
CLI-50324,Srta. Pietra Melo,vda-mota@example.com,+55 13 5804-0674,8804.0,663.0,0.0,Jardim Botânico,,2026-02-17
CLI-50325,Brayan Sales,claraleao@example.org,94 8577-7904,41490.0,841.0,1.0,Lago Sul,Apartamento,2026-01-18
CLI-50326,Dr. Lorenzo Machado,fnovais@example.com,65 1188-9901,5801.0,918.0,0.0,,Casa,2026-08-02
CLI-50327,Lavínia Nascimento,vda-rocha@example.org,+55 15 5932-5408,5379.0,578.0,0.0,Ceilândia,Casa,2025-10-10
CLI-50328,João Pedro Macedo,jda-mata@example.net,16 3843-8380,4860.0,393.0,1.0,Águas Lindas de Goiás,,2025-12-26
CLI-50329,Dom Câmara,ateixeira@example.net,69 2934-0723,5336.0,629.0,0.0,Águas Lindas de Goiás,,2026-09-06
CLI-50330,Gabriel Cassiano,aragaobenicio@example.net,63 5116-0787,11614.0,655.0,0.0,Guará,Casa,2026-01-05
CLI-50331,Diego Siqueira,souzaanthony@example.net,81 7576-6590,4027.0,928.0,0.0,,Casa,
CLI-50332,Eduardo Costela,mendesbeatriz@example.com,+55 88 2655-9927,11454.0,589.0,0.0,Jardim Botânico,Casa,2026-08-05
CLI-50333,Ayla Pereira,pietro65@example.org,38 0752-5954,5706.0,769.0,0.0,,Apartamento,2026-07-10
CLI-50334,Carolina Santos,cavalcantepedro-lucas@example.org,48 7409-3512,5561.0,991.0,0.0,Valparaíso de Goiás,Apartamento,2026-05-01
CLI-50335,Mariah Guerra,maria-aliceda-conceicao@example.com,+55 77 2661-1135,31424.0,310.0,1.0,Lago Sul,Apartamento,2025-10-14
CLI-50336,,abreujulia@example.org,+55 86 2996-5833,5207.0,819.0,,Valparaíso de Goiás,Casa,2025-10-20
CLI-50337,Olivia da Mota,ravi16@example.net,0900 540 8436,3196.0,525.0,0.0,Ceilândia,Apartamento,2026-03-09
CLI-50338,Eloah Machado,noliveira@example.com,+55 67 2219-5529,,576.0,0.0,Jardim Botânico,Apartamento,2026-01-21
CLI-50339,Marina Aragão,novaispietra@example.com,16 5113-5373,7684.0,356.0,1.0,Jardim Botânico,Apartamento,2026-09-05
CLI-50340,Emilly da Conceição,znascimento@example.com,+55 18 7611-2817,4350.0,389.0,0.0,Ceilândia,Apartamento,2025-12-05
CLI-50341,Cauã Andrade,sampaiomaite@example.org,+55 45 3928-9634,5073.0,636.0,0.0,,Apartamento,2026-05-10
CLI-50342,Léo Gonçalves,bnunes@example.com,+55 22 1664-8296,8163.0,,0.0,,Apartamento,2026-08-14
CLI-50343,Miguel Cardoso,qfarias@example.com,+55 53 5227-2709,43829.0,900.0,0.0,Noroeste,Casa,2026-01-03
CLI-50344,Dra. Lívia Nogueira,albuquerqueana-cecilia@example.org,11 2480-3053,6494.0,672.0,1.0,,Casa,2026-06-14
CLI-50345,Sr. Raul Nascimento,raelcosta@example.org,31 7871-2665,7567.0,416.0,1.0,,,2026-05-27
CLI-50346,Dra. Ana Beatriz Duarte,daniela14@example.com,,37608.0,984.0,0.0,Noroeste,Casa,2026-01-29
CLI-50347,Aurora Siqueira,ucostela@example.org,,5877.0,351.0,1.0,Samambaia,Apartamento,2026-08-31
CLI-50348,Ian Ramos,bianca55@example.org,+55 73 9068-2205,4194.0,517.0,0.0,,Casa,2026-09-01
CLI-50349,Aurora Andrade,hmonteiro@example.net,+55 85 1182-2873,41019.0,716.0,0.0,,Apartamento,2026-03-20
CLI-50350,Sr. Isaque Santos,ldias@example.org,22 7284-3714,9113.0,860.0,0.0,,Casa,2025-10-20
CLI-50351,Srta. Cecilia Pires,antonyramos@example.org,51 8333-8999,,362.0,1.0,Águas Claras,Casa,2026-04-29
CLI-50352,Theo Rios,caio36@example.com,66 0607-3289,11003.0,364.0,1.0,Guará,Casa,2026-05-05
CLI-50353,Heitor Borges,msilveira@example.org,55 1396-5520,6925.0,600.0,0.0,Águas Lindas de Goiás,Apartamento,2026-02-08
CLI-50354,Maria Isis Correia,montenegromilena@example.com,44 9555-7719,6824.0,949.0,0.0,Samambaia,Casa,2026-05-09
CLI-50355,Hellena da Mota,manuella16@example.org,,3672.0,665.0,0.0,Valparaíso de Goiás,Casa,2025-12-11
CLI-50356,Sr. Matteo Porto,correiajoao-lucas@example.net,24 7913-7701,14128.0,593.0,0.0,Guará,Apartamento,2026-02-19
CLI-50357,Maria Júlia Duarte,qcamargo@example.net,34 0689-2446,10748.0,513.0,0.0,,Apartamento,
CLI-50358,Mariana da Cunha,vargasbento@example.net,46 4176-8341,6797.0,335.0,,Ceilândia,Apartamento,2026-03-06
CLI-50359,Mateus Moura,mateusmendes@example.org,+55 27 9075-5580,10768.0,917.0,0.0,Águas Claras,Apartamento,2026-09-20
CLI-50360,Dra. Brenda Nascimento,,,3568.0,700.0,0.0,Taguatinga,Apartamento,2026-03-26
CLI-50361,Marcelo Vargas,isis74@example.org,+55 99 7152-0940,13972.0,671.0,0.0,Águas Claras,Casa,2025-12-06
CLI-50362,Thales Andrade,limaagatha@example.net,53 7549-8426,5371.0,,0.0,,Apartamento,2026-02-15
CLI-50363,Manuella Jesus,theo52@example.com,+55 84 7632-3412,42244.0,762.0,0.0,Asa Sul,Apartamento,2026-08-01
CLI-50364,Caroline Duarte,cirinoester@example.org,+55 82 6639-8116,14797.0,810.0,0.0,Jardim Botânico,Casa,2025-11-10
CLI-50365,Paulo Borges,nicolasda-conceicao@example.net,,35766.0,755.0,0.0,Lago Norte,Casa,2026-04-17
CLI-50366,Luigi Silveira,diegosampaio@example.net,+55 98 2482-6475,22237.0,765.0,,Lago Norte,Casa,2025-12-30
CLI-50367,Henry Pastor,melissabarros@example.com,24 2909-4206,5529.0,462.0,0.0,Taguatinga,,2026-04-07
CLI-50368,Sr. Caio Sales,qrocha@example.org,,15884.0,958.0,0.0,Lago Sul,Casa,2026-06-14
CLI-50369,Mateus Novaes,apires@example.com,61 8051-8173,5989.0,475.0,1.0,Ceilândia,Casa,2026-04-22
CLI-50370,Sr. Alexandre Câmara,maria-fernanda89@example.net,67 8400-7597,14923.0,326.0,1.0,Jardim Botânico,Apartamento,
CLI-50371,Anthony Aparecida,cjesus@example.net,62 8523-6266,10786.0,600.0,0.0,Jardim Botânico,Apartamento,2026-03-23
CLI-50372,Sr. Liam Monteiro,isaque91@example.org,+55 73 3907-0075,4989.0,451.0,1.0,Valparaíso de Goiás,Casa,2026-01-27
CLI-50373,Diogo Azevedo,ramosmariah@example.net,,7443.0,436.0,1.0,Guará,Apartamento,2025-10-05
CLI-50374,,uguerra@example.org,+55 21 4584-2057,7424.0,603.0,0.0,Guará,,2026-06-27
CLI-50375,Lunna Duarte,qmoraes@example.com,42 0388-7521,5937.0,812.0,0.0,Taguatinga,Casa,2025-12-14
CLI-50376,Thomas Vasconcelos,,49 7732-0407,7523.0,406.0,1.0,Guará,Apartamento,2025-12-29
CLI-50377,Sr. Luiz Felipe Melo,cfonseca@example.com,37 3099-8786,3869.0,958.0,1.0,Samambaia,Casa,2025-12-30
CLI-50378,,valentinamoura@example.org,+55 38 1339-8748,5963.0,697.0,0.0,Samambaia,Casa,2026-04-01
CLI-50379,Valentim Pinto,ana-juliarocha@example.org,+55 81 0337-5203,15353.0,386.0,0.0,Sudoeste / Octogonal,Casa,2026-07-23
CLI-50380,João Pedro Santos,correiaelisa@example.net,+55 17 0387-8553,4191.0,363.0,1.0,Águas Lindas de Goiás,Apartamento,2026-02-25
CLI-50381,Júlia Cardoso,juanda-paz@example.com,,5624.0,639.0,,Taguatinga,Apartamento,2026-07-19
CLI-50382,Ana Julia da Cunha,castroluiz-miguel@example.net,63 7013-7549,8470.0,,,Guará,Casa,2026-05-16
CLI-50383,Dr. Vitor Gomes,moraesbento@example.org,+55 15 9441-1902,4266.0,490.0,1.0,Taguatinga,Apartamento,2026-05-14
CLI-50384,Calebe Almeida,rebecada-luz@example.net,+55 63 7101-8231,14709.0,786.0,0.0,Águas Claras,,2026-05-02
CLI-50385,Emanuella Silveira,castroryan@example.org,+55 53 3784-7375,5065.0,864.0,0.0,Taguatinga,Casa,2025-11-16
CLI-50386,Nicolas Pimenta,imoura@example.org,,4580.0,346.0,1.0,Samambaia,Apartamento,2025-11-14
CLI-50387,João Miguel Fernandes,correiamatteo@example.net,53 5410-3849,5538.0,507.0,0.0,Samambaia,Casa,2025-10-25
CLI-50388,Matteo da Rosa,rguerra@example.org,+55 97 5016-3645,13792.0,,0.0,,,2026-09-19
CLI-50389,Sr. Renan Silveira,antonybarros@example.org,,3868.0,318.0,1.0,Águas Lindas de Goiás,Apartamento,2026-06-15
CLI-50390,Sr. Caio Azevedo,julia71@example.net,46 9624-9812,12731.0,496.0,1.0,Guará,Apartamento,2026-04-11
CLI-50391,Dr. Pietro Campos,machadobrayan@example.com,61 4495-5248,11418.0,744.0,0.0,Jardim Botânico,Casa,2026-03-25
CLI-50392,Marcos Vinicius Rodrigues,allanada-mata@example.com,,28430.0,653.0,0.0,Asa Norte,Casa,2026-06-21
CLI-50393,Sra. Larissa Moreira,erick42@example.com,32 0324-6889,4580.0,995.0,0.0,,Casa,2026-01-05
CLI-50394,Ravi Montenegro,luiz-miguelbrito@example.net,+55 92 9480-4840,9124.0,560.0,,Águas Claras,Casa,2026-03-02
CLI-50395,Gabriel Pastor,,79 9100-1470,5711.0,975.0,0.0,Samambaia,Casa,2025-10-22
CLI-50396,Carlos Eduardo Barros,calebeda-cruz@example.org,82 4273-6110,13262.0,596.0,0.0,Jardim Botânico,Casa,2026-08-30
CLI-50397,Elisa Andrade,,93 7633-4719,8306.0,774.0,1.0,Jardim Botânico,Apartamento,2026-05-12
CLI-50398,Gustavo da Rocha,qcasa-grande@example.net,+55 33 3855-2315,4559.0,524.0,0.0,Águas Lindas de Goiás,Casa,2025-11-07
CLI-50399,Sra. Luana da Conceição,ana-carolinamontenegro@example.net,0500 057 6572,11099.0,345.0,0.0,Águas Claras,Apartamento,2025-10-13
CLI-50400,Maria Alice Fonseca,ncamargo@example.org,22 0358-9334,5735.0,735.0,0.0,Ceilândia,Casa,2026-01-17
CLI-50401,Rodrigo Lima,alexandremarques@example.org,+55 14 8496-1148,10444.0,463.0,1.0,Guará,Apartamento,2025-10-18
CLI-50402,Mariana Vieira,oliver42@example.org,+55 96 3955-2603,9762.0,,0.0,Águas Claras,Apartamento,2026-09-22
CLI-50403,Isaque Garcia,lara96@example.com,15 3971-6479,4797.0,437.0,0.0,Águas Lindas de Goiás,Apartamento,2026-03-03
CLI-50404,Dr. Luiz Miguel Barbosa,zborges@example.com,+55 14 2041-8607,8273.0,612.0,0.0,Guará,Apartamento,2026-06-24
CLI-50405,Gael Henrique Nunes,brunocunha@example.net,46 8922-4865,4241.0,974.0,,Águas Lindas de Goiás,Apartamento,2026-09-23
CLI-50406,Sr. Pedro Miguel Guerra,sampaiomaria-julia@example.org,+55 46 6783-6029,3998.0,461.0,0.0,Ceilândia,Apartamento,2025-11-13
CLI-50407,Dr. Luiz Miguel Correia,oliver44@example.com,+55 83 1886-8932,3079.0,386.0,1.0,Ceilândia,Casa,2025-12-26
CLI-50408,Sra. Letícia Sousa,laviniapimenta@example.net,88 4781-3240,3724.0,510.0,0.0,Samambaia,Apartamento,2026-03-20
CLI-50409,Danilo Santos,otto10@example.org,+55 31 9644-7385,11267.0,483.0,0.0,Guará,Casa,
